Malicious Package Name,Original Package Name,Ecosystem,Categories,Note/Comment,Source
extension-base,@autorest/extension-base,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
modelerfour,@autorest/modelerfour,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
testmodeler,@autorest/testmodeler,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
agrifood-farming,@azure-rest/agrifood-farming,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
ai-document-translator,@azure-rest/ai-document-translator,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
confidential-ledger,@azure-rest/confidential-ledger,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
iot-device-update-1,@azure-rest/iot-device-update,npm,"(11,4)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
purview-administration,@azure-rest/purview-administration,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
purview-catalog,@azure-rest/purview-catalog,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
purview-scanning,@azure-rest/purview-scanning,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
cadl-autorest,@azure-tools/cadl-autorest,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
cadl-azure-core,@azure-tools/cadl-azure-core,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
cadl-azure-resource-manager,@azure-tools/cadl-azure-resource-manager,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
cadl-providerhub,@azure-tools/cadl-providerhub,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
cadl-providerhub-controller,@azure-tools/cadl-providerhub-controller,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
communication-short-codes,@azure-tools/communication-short-codes,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
deduplication,@azure-tools/deduplication,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
oai2-to-oai3,@azure-tools/oai2-to-oai3,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
ai-anomaly-detector,@azure/ai-anomaly-detector,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-advisor,@azure/arm-advisor,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-analysisservices,@azure/arm-analysisservices,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-apimanagement,@azure/arm-apimanagement,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-appconfiguration,@azure/arm-appconfiguration,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-appinsights,@azure/arm-appinsights,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-appplatform,@azure/arm-appplatform,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-appservice,@azure/arm-appservice,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-attestation,@azure/arm-attestation,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-authorization,@azure/arm-authorization,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-avs,@azure/arm-avs,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-azurestack,@azure/arm-azurestack,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-azurestackhci,@azure/arm-azurestackhci,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-batch,@azure/arm-batch,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-billing,@azure/arm-billing,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-botservice,@azure/arm-botservice,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-cdn,@azure/arm-cdn,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-changeanalysis,@azure/arm-changeanalysis,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-cognitiveservices,@azure/arm-cognitiveservices,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-commerce,@azure/arm-commerce,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-commitmentplans,@azure/arm-commitmentplans,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-communication,@azure/arm-communication,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-compute,@azure/arm-compute,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-confluent,@azure/arm-confluent,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-consumption,@azure/arm-consumption,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-containerinstance,@azure/arm-containerinstance,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-containerregistry,@azure/arm-containerregistry,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-containerservice,@azure/arm-containerservice,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-cosmosdb,@azure/arm-cosmosdb,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-customerinsights,@azure/arm-customerinsights,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-databox,@azure/arm-databox,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-databoxedge,@azure/arm-databoxedge,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-databricks,@azure/arm-databricks,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-datacatalog,@azure/arm-datacatalog,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-datadog,@azure/arm-datadog,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-datafactory,@azure/arm-datafactory,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-datalake-analytics,@azure/arm-datalake-analytics,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-datamigration,@azure/arm-datamigration,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-deploymentmanager,@azure/arm-deploymentmanager,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-desktopvirtualization,@azure/arm-desktopvirtualization,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-deviceprovisioningservices,@azure/arm-deviceprovisioningservices,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-devspaces,@azure/arm-devspaces,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-devtestlabs,@azure/arm-devtestlabs,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-digitaltwins,@azure/arm-digitaltwins,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-dns,@azure/arm-dns,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-dnsresolver,@azure/arm-dnsresolver,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-domainservices,@azure/arm-domainservices,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-eventgrid,@azure/arm-eventgrid,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-eventhub,@azure/arm-eventhub,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-extendedlocation,@azure/arm-extendedlocation,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-features,@azure/arm-features,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-frontdoor,@azure/arm-frontdoor,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
Arm-hanaonazure,@azure/arm-hanaonazure,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-hdinsight,@azure/arm-hdinsight,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-healthbot,@azure/arm-healthbot,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-healthcareapis,@azure/arm-healthcareapis,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-hybridcompute,@azure/arm-hybridcompute,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-hybridkubernetes,@azure/arm-hybridkubernetes,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-imagebuilder,@azure/arm-imagebuilder,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-iotcentral,@azure/arm-iotcentral,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-iothub,@azure/arm-iothub,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-keyvault,@azure/arm-keyvault,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-kubernetesconfiguration,@azure/arm-kubernetesconfiguration,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-labservices,@azure/arm-labservices,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-links,@azure/arm-links,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-loadtestservice,@azure/arm-loadtestservice,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-locks,@azure/arm-locks,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-logic,@azure/arm-logic,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-machinelearningcompute,@azure/arm-machinelearningcompute,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-machinelearningexperimentation,@azure/arm-machinelearningexperimentation,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-machinelearningservices,@azure/arm-machinelearningservices,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-managedapplications,@azure/arm-managedapplications,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-managementgroups,@azure/arm-managementgroups,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-managementpartner,@azure/arm-managementpartner,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-maps,@azure/arm-maps,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-mariadb,@azure/arm-mariadb,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-marketplaceordering,@azure/arm-marketplaceordering,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-mediaservices,@azure/arm-mediaservices,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-migrate,@azure/arm-migrate,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-mixedreality,@azure/arm-mixedreality,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-mobilenetwork,@azure/arm-mobilenetwork,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-monitor,@azure/arm-monitor,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-msi,@azure/arm-msi,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-mysql,@azure/arm-mysql,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-netapp,@azure/arm-netapp,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-network,@azure/arm-network,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-notificationhubs,@azure/arm-notificationhubs,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-oep,@azure/arm-oep,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-operationalinsights,@azure/arm-operationalinsights,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-operations,@azure/arm-operations,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-orbital,@azure/arm-orbital,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-peering,@azure/arm-peering,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-policy,@azure/arm-policy,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-portal,@azure/arm-portal,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-postgresql,@azure/arm-postgresql,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-postgresql-flexible,@azure/arm-postgresql-flexible,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-powerbidedicated,@azure/arm-powerbidedicated,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-powerbiembedded,@azure/arm-powerbiembedded,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-privatedns,@azure/arm-privatedns,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-purview,@azure/arm-purview,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-quota,@azure/arm-quota,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-recoveryservices,@azure/arm-recoveryservices,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-recoveryservices-siterecovery,@azure/arm-recoveryservices-siterecovery,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-recoveryservicesbackup,@azure/arm-recoveryservicesbackup,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-rediscache,@azure/arm-rediscache,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-redisenterprisecache,@azure/arm-redisenterprisecache,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-relay,@azure/arm-relay,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-reservations,@azure/arm-reservations,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-resourcegraph,@azure/arm-resourcegraph,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-resourcehealth,@azure/arm-resourcehealth,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-resourcemover,@azure/arm-resourcemover,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-resources,@azure/arm-resources,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-resources-subscriptions,@azure/arm-resources-subscriptions,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-search,@azure/arm-search,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-security,@azure/arm-security,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-serialconsole,@azure/arm-serialconsole,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-servicebus,@azure/arm-servicebus,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-servicefabric,@azure/arm-servicefabric,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-servicefabricmesh,@azure/arm-servicefabricmesh,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-servicemap,@azure/arm-servicemap,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-signalr,@azure/arm-signalr,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-sql,@azure/arm-sql,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-sqlvirtualmachine,@azure/arm-sqlvirtualmachine,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-storage,@azure/arm-storage,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-storagecache,@azure/arm-storagecache,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-storageimportexport,@azure/arm-storageimportexport,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-storagesync,@azure/arm-storagesync,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-storsimple1200series,@azure/arm-storsimple1200series,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-storsimple8000series,@azure/arm-storsimple8000series,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-streamanalytics,@azure/arm-streamanalytics,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-subscriptions,@azure/arm-subscriptions,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-support,@azure/arm-support,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-synapse,@azure/arm-synapse,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-templatespecs,@azure/arm-templatespecs,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-timeseriesinsights,@azure/arm-timeseriesinsights,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-trafficmanager,@azure/arm-trafficmanager,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-videoanalyzer,@azure/arm-visualstudio,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-visualstudio,@azure/arm-vmwarecloudsimple,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-vmwarecloudsimple,@azure/arm-webpubsub,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-webpubsub,@azure/arm-webservices,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-webservices,@azure/arm-workspaces,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
arm-workspaces,@azure/arm-workspaces,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
communication-chat,@azure/communication-chat,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
communication-common,@azure/communication-common,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
communication-identity,@azure/communication-identity,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
communication-network-traversal,@azure/communication-network-traversal,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
communication-phone-numbers,@azure/communication-phone-numbers,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
communication-sms,@azure/communication-sms,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
core-amqp,@azure/core-amqp,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
core-asynciterator-polyfill,@azure/core-asynciterator-polyfill,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
core-auth,@azure/core-auth,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
core-client-1,@azure/core-client,npm,"(11,4)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
core-http,@azure/core-http,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
core-http-compat,@azure/core-http-compat,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
core-lro,@azure/core-lro,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
core-paging,@azure/core-paging,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
core-rest-pipeline,@azure/core-rest-pipeline,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
core-tracing,@azure/core-tracing,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
core-xml,@azure/core-xml,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
digital-twins-core,@azure/digital-twins-core,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
dtdl-parser,@azure/dtdl-parser,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
eslint-plugin-azure-sdk,@azure/eslint-plugin-azure-sdk,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
eventhubs-checkpointstore-blob,@azure/eventhubs-checkpointstore-blob,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
eventhubs-checkpointstore-table,@azure/eventhubs-checkpointstore-table,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
identity-cache-persistence,@azure/identity-cache-persistence,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
identity-vscode,@azure/identity-vscode,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
iot-device-update,@azure/iot-device-update,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
iot-modelsrepository,@azure/iot-modelsrepository,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
keyvault-admin,@azure/keyvault-admin,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
mixed-reality-authentication,@azure/mixed-reality-authentication,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
mixed-reality-remote-rendering,@azure/mixed-reality-remote-rendering,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
monitor-opentelemetry-exporter,@azure/monitor-opentelemetry-exporter,npm,"(11,)",,https://jfrog.com/blog/large-scale-npm-attack-targets-azure-developers-with-malicious-packages/
