Malicious Package Name,Original Package Name,Ecosystem,Categories,Note/Comment,Source
discord.app,discord.js,npm,"(9,)",,https://snyk.io/vuln/SNYK-JS-DISCORDAPP-1038826
db-json.js,json,npm,"(4,)",,https://snyk.io/vuln/SNYK-JS-DBJSONJS-1047461
discord.dll,discord.js,npm,"(9,)",,https://snyk.io/vuln/SNYK-JS-DISCORDDLL-1038397
twilio-npm,twilio,npm,"(4,)",,https://snyk.io/vuln/SNYK-JS-TWILIONPM-1035374
plutov-slack-client,slack,npm,"(12,)",,https://snyk.io/vuln/SNYK-JS-PLUTOVSLACKCLIENT-1018836
dhkey,hdkey,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-DHKEY-536149
degbu,debug,npm,"(1, 1)",,https://snyk.io/vuln/SNYK-JS-DEGBU-536150
cxt,ccxt,npm,"(6,)",,https://snyk.io/vuln/SNYK-JS-CXT-536151
crytpo-js,crypto-js,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-CRYTPOJS-536152
crpyto-js,crypto-js,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-CRPYTOJS-536153
conistring,coinstring,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-CONISTRING-536154
commanedr,coinstring,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-COMMANEDR-536155
commandre,commander,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-COMMANDRE-536156
coinstrng,coinstring,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-COINSTRNG-536158
coinstrig,coinstring,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-COINSTRIG-536159
coinstirng,coinstring,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-COINSTIRNG-536160
coinpayment,coinpayments,npm,"(10,)",,https://snyk.io/vuln/SNYK-JS-COINPAYMENT-536161
cionstring,coinstring,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-CIONSTRING-536162
bsae-x,base-x,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BSAEX-536163
bs85check,bs58check,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BS85CHECK-536164
bs85,bs58,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BS85-536165
bs58chekc,bs58check,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BS58CHEKC-536166
bs58chek,bs58check,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BS58CHEK-536167
bs58chcek,bs58check,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BS58CHCEK-536168
bitcroe-lib,bitcore-lib,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BITCROELIB-536172
bitconijs-lib,bitcoinjs-lib,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BITCONIJSLIB-536173
bitconid-rpc,bitcoind-rpc,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BITCONIDRPC-536174
bitconi-ops,bitcoin-ops,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BITCONIOPS-536175
bitcoisnj-lib,bitcoinjs-lib,npm,"(1, 1)",,https://snyk.io/vuln/SNYK-JS-BITCOISNJLIB-536176
bitcoin-osp,bitcoin-ops,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BITCOINOSP-536178
zs-sha3,js-sha3,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-ZSSHA3-474417
ruffer-xor,buffer-xor,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-RUFFERXOR-474516
bugfer-xor,buffer-xor,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BUGFERXOR-474523
bufver-xor,buffer-xor,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BUFVERXOR-474524
bufner-xor,buffer-xor,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BUFNERXOR-474525
bufger-xor,buffer-xor,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BUFGERXOR-474526
buffur-xor,buffer-xor,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BUFFURXOR-474527
buffmr-xor,buffer-xor,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BUFFMRXOR-474528
buffgr-xor,buffer-xor,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BUFFGRXOR-474529
buffez-xor,buffer-xor,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BUFFEZXOR-474530
buffev-xor,buffer-xor,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BUFFEVXOR-474531
buffes-xor,buffer-xor,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BUFFESXOR-474532
buffermxor,buffer-xor,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BUFFERMXOR-474533
buffer-zor,buffer-xor,npm,"(13,)",,https://snyk.io/vuln/SNYK-JS-BUFFERZOR-474534
buffer-yor,buffer-xor,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BUFFERYOR-474535
buffer-xoz,buffer-xor,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BUFFERXOZ-474536
buffer-xov,buffer-xor,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BUFFERXOV-474537
buffer-xos,buffer-xor,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BUFFERXOS-474538
buffer-xop,buffer-xor,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BUFFERXOP-474539
buffer-xob,buffer-xor,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BUFFERXOB-474540
buffer-xo2,buffer-xor,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BUFFERXO2-474541
buffer-xnr,buffer-xor,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BUFFERXNR-474542
buffer-xmr,buffer-xor,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BUFFERXMR-474543
buffer-xkr,buffer-xor,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BUFFERXKR-474544
buffer-xgr,buffer-xor,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BUFFERXGR-474545
buffer-por,buffer-xor,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BUFFERPOR-474546
buffer-hor,buffer-xor,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BUFFERHOR-474547
buffer-8or,buffer-xor,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BUFFER8OR-474548
buffep-xor,buffer-xor,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BUFFEPXOR-474549
buffeb-xor,buffer-xor,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BUFFEBXOR-474550
buffe2-xor,buffer-xor,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BUFFE2XOR-474551
buffdr-xor,buffer-xor,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BUFFDRXOR-474552
require-port,requires-port,npm,"(10,)",,https://snyk.io/vuln/SNYK-JS-REQUIREPORT-471682
log-symboles,log-symbols,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-LOGSYMBOLES-471671
ember_cli_babe,ember-cli-babel,npm,"(3, 1)",,https://snyk.io/vuln/SNYK-JS-EMBERCLIBABE-471668
comander,commander,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-COMANDER-471676
sparkies,sparkles,npm,"(2,)",,https://snyk.io/vuln/SNYK-JS-SPARKIES-460521
serilize,serialize,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-SERILIZE-460522
serializes,serialize,npm,"(10,)",,https://snyk.io/vuln/SNYK-JS-SERIALIZES-460523
mysql-koa,koa-mysql,npm,"(7,)",,https://snyk.io/vuln/SNYK-JS-MYSQLKOA-460526
mogoose,mongoose,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-MOGOOSE-460527
mogodb-core,mongodb-core,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-MOGODBCORE-460528
mogodb,mongodb,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-MOGODB-460529
mogobd,mongodb,npm,"(1, 1)",,https://snyk.io/vuln/SNYK-JS-MOGOBD-460530
koa-body-parse,koa-bodyparser,npm,"(3, 10)",,https://snyk.io/vuln/SNYK-JS-KOABODYPARSE-460531
k0a_multer,koa-multer,npm,"(2, 3)",,https://snyk.io/vuln/SNYK-JS-K0AMULTER-460532
import-mysql,mysql-import,npm,"(7,)",,https://snyk.io/vuln/SNYK-JS-IMPORTMYSQL-460535
body-parse-xml,body-parser-xml,npm,"(10,)",,https://snyk.io/vuln/SNYK-JS-BODYPARSEXML-460537
axioss,axios,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-AXIOSS-460538
axios-http,axios,npm,"(4,)",,https://snyk.io/vuln/SNYK-JS-AXIOSHTTP-460539
next-util,next-utils,npm,"(10,)",,https://snyk.io/vuln/SNYK-JS-NEXTUTIL-451579
axois,axios,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-AXOIS-450958
regenrator,regenerator,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-REGENRATOR-450956
regenraotr,regenerator,npm,"(1, 1)",,https://snyk.io/vuln/SNYK-JS-REGENRAOTR-450957
soket.js,socket.js,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-SOKETJS-450934
soket.io,socket.io,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-SOKETIO-450954
colro-name,color-name,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-COLRONAME-449541
bowe,bower,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BOWE-174868
yeoman-genrator,yeoman-generator,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-YEOMANGENRATOR-174895
uglyfi-js,uglify-js,npm,"(13,)",,https://snyk.io/vuln/SNYK-JS-UGLYFIJS-174897
require-ports,requires-port,npm,"(10,)",,https://snyk.io/vuln/SNYK-JS-REQUIREPORTS-174893
logsymbles,log-symbols,npm,"(3, 1, 1)",,https://snyk.io/vuln/SNYK-JS-LOGSYMBLES-174886
jquerz,jquery,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-JQUERZ-174887
jqeury,jquery,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-JQEURY-174888
froever,forever,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-FROEVER-174890
foever,forever,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-FOEVER-174891
colour-string,color-string,npm,"(5,)",,https://snyk.io/vuln/SNYK-JS-COLOURSTRING-174850
bowee,bower,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-BOWEE-174833
requuest,request,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-REQUUEST-174660
requst,request,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-REQUST-174664
requset,request,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-REQUSET-174669
requets,request,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-REQUETS-174668
requet,request,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-REQUET-174663
requestt,request,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-REQUESTT-174673
requesst,request,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-REQUESST-174672
reques,request,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-REQUES-174665
requeest,request,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-REQUEEST-174671
reqquest,request,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-REQQUEST-174661
reqest,request,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-REQEST-174831
reequest,request,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-REEQUEST-174659
momen,moment,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-MOMEN-174681
exprss,express,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-EXPRSS-174679
experss,express,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-EXPERSS-174678
erquest,request,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-ERQUEST-174646
equest,request,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-EQUEST-174667
eact,react,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-EACT-174677
commnader,commander,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-COMMNADER-174680
chak,chalk,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-CHAK-174676
calk,chalk,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-CALK-174674
aysnc,async,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-AYSNC-174682
asyync,async,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-ASYYNC-174687
asynnc,async,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-ASYNNC-174688
asymc,async,npm,"(2,)",,https://snyk.io/vuln/SNYK-JS-ASYMC-174689
asycn,async,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-ASYCN-174684
asnyc,async,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-ASNYC-174683
asnc,async,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-ASNC-174685
asinc,async,npm,"(13,)",,https://snyk.io/vuln/SNYK-JS-ASINC-174690
commander-js,commander,npm,"(4,)",,https://snyk.io/vuln/SNYK-JS-COMMANDERJS-73506
discordi.js,discord.js,npm,"(1,)",,https://snyk.io/vuln/npm:discordi.js:20171009
node-fabric,fabric,npm,"(4,)",,https://snyk.io/vuln/npm:node-fabric:20170802
node-opencv,opencv,npm,"(4,)",,https://snyk.io/blog/typosquatting-attacks/
node-opensl,openssl,npm,"(4, 1)",,https://snyk.io/blog/typosquatting-attacks/
node-openssl,openssl,npm,"(4,)",,https://snyk.io/blog/typosquatting-attacks/
node-sqlite,sqlite,npm,"(4,)",,https://snyk.io/blog/typosquatting-attacks/
node-tkinter,tkinter,npm,"(4,)",,https://snyk.io/blog/typosquatting-attacks/
mysqljs,mysql,npm,"(4,)",,https://snyk.io/vuln/npm:mysqljs:20170802
mssql.js,mysql,npm,"(4, 1)",,https://snyk.io/vuln/npm:mssql.js:20170802
mssql-node,mysql,npm,"(4, 1)",,https://snyk.io/vuln/npm:mssql-node:20170802
mongose,mongoose,npm,"(1,)",,https://snyk.io/vuln/npm:mongose:20170802
mariadb,mariadb,npm,"(12,)",,https://snyk.io/vuln/npm:mariadb:20170802
jquery.js,jquery,npm,"(4,)",,https://snyk.io/vuln/npm:jquery.js:20170802
http-proxy.js,http-proxy,npm,"(4,)",,https://snyk.io/vuln/npm:http-proxy.js:20170802
gruntcli,grunt-cli,npm,"(3,)",,https://snyk.io/vuln/npm:gruntcli:20170802
ffmepg,ffmpeg,npm,"(1,)",,https://snyk.io/vuln/npm:ffmepg:20170802
fabric-js,fabric,npm,"(4,)",,https://snyk.io/vuln/npm:fabric-js:20170802
d3.js,d3,npm,"(4,)",,https://snyk.io/vuln/npm:d3.js:20170802
crossenv,cross-env,npm,"(3,)",,https://snyk.io/vuln/npm:crossenv:20170802
cross-env.js,cross-env,npm,"(4,)",,https://snyk.io/vuln/npm:cross-env.js:20170802
active-support,activesupport,npm,"(3,)",,https://snyk.io/vuln/SNYK-RUBY-ACTIVESUPPORT-22046
ns-sha3,js-sha3,npm,"(1,)",,https://github.com/advisories/GHSA-j67m-jg9p-ppg4
ks-sha3,js-sha3,npm,"(1,)",,https://github.com/advisories/GHSA-563h-49v8-g7x4
jw-sha3,js-sha3,npm,"(1,)",,https://github.com/advisories/GHSA-8g3r-968r-c644
jsmsha3,js-sha3,npm,"(3, 1)",,https://github.com/advisories/GHSA-657v-jjf8-83gh
js-wha3,js-sha3,npm,"(1,)",,https://github.com/advisories/GHSA-785g-gx74-gr39
js-sxa3,js-sha3,npm,"(1,)",,https://github.com/advisories/GHSA-jh67-3wqw-cvhr
js-sla3,js-sha3,npm,"(1,)",,https://github.com/advisories/GHSA-h6m3-cx24-9626
js-sja3,js-sha3,npm,"(1,)",,https://github.com/advisories/GHSA-6343-m2qr-66gf
js-sia3,js-sha3,npm,"(1,)",,https://github.com/advisories/GHSA-3mhm-jvqj-fvhg
js-shq3,js-sha3,npm,"(1,)",,https://github.com/advisories/GHSA-766v-7gjx-55hf
js-shi3,js-sha3,npm,"(1,)",,https://github.com/advisories/GHSA-g37j-v5gh-g25c
js-she3,js-sha3,npm,"(1,)",,https://github.com/advisories/GHSA-f8jj-45fj-44r6
js-shc3,js-sha3,npm,"(1,)",,https://github.com/advisories/GHSA-69mf-2cw2-38m8
js-shas,js-sha3,npm,"(1,)",,https://github.com/advisories/GHSA-5wq6-v5cw-jvfr
js-sha7,js-sha3,npm,"(1,)",,https://github.com/advisories/GHSA-hvgc-mggg-pxr2
js-rha3,js-sha3,npm,"(1,)",,https://github.com/advisories/GHSA-95cg-3r4g-7w6j
js-qha3,js-sha3,npm,"(1,)",,https://github.com/advisories/GHSA-vf5m-q45w-8mh9
js-cha3,js-sha3,npm,"(1,)",,https://github.com/advisories/GHSA-7xf9-74cp-8hx3
js-3ha3,js-sha3,npm,"(2,)",,https://github.com/advisories/GHSA-52c9-458g-whrf
jr-sha3,js-sha3,npm,"(1,)",,https://github.com/advisories/GHSA-67mp-pcv9-vvq6
jq-sha3,js-sha3,npm,"(1,)",,https://github.com/advisories/GHSA-x8m7-cv39-xmg9
jc-sha3,js-sha3,npm,"(1,)",,https://github.com/advisories/GHSA-gfj6-p24g-6hpm
j3-sha3,js-sha3,npm,"(1,)",,https://github.com/advisories/GHSA-p3jx-g34v-q56j
hs-sha3,js-sha3,npm,"(1,)",,https://github.com/advisories/GHSA-6mrq-7r7m-hh4p
bs-sha3,js-sha3,npm,"(1,)",,https://github.com/advisories/GHSA-88xx-23mf-rcj2
juffer-xor,buffer-xor,npm,"(1,)",,https://snyk.io/vuln/SNYK-JS-JUFFERXOR-474517
fuffer-xor,buffer-xor,npm,"(1,)",,https://github.com/advisories/GHSA-c2g6-57fp-22wp
cuffer-xor,buffer-xor,npm,"(1,)",,https://github.com/advisories/GHSA-6xm4-p6r2-mwrc
bwffer-xor,buffer-xor,npm,"(1,)",,https://github.com/advisories/GHSA-7qg7-6g3g-8vxg
buvfer-xor,buffer-xor,npm,"(1,)",,https://github.com/advisories/GHSA-wjpj-gmc3-5w56
bunfer-xor,buffer-xor,npm,"(1,)",,https://github.com/advisories/GHSA-6f93-xj8r-jp82
buffar-xor,buffer-xor,npm,"(1,)",,https://github.com/advisories/GHSA-f64g-whxf-w8f2
bufder-xor,buffer-xor,npm,"(1,)",,https://github.com/advisories/GHSA-w9q5-mvc6-5cw3
bufber-xor,buffer-xor,npm,"(1,)",,https://github.com/advisories/GHSA-p9g3-vpvp-hcj5
budfer-xor,buffer-xor,npm,"(1,)",,https://github.com/advisories/GHSA-6584-gfwm-3vc3
bubfer-xor,buffer-xor,npm,"(1,)",,https://github.com/advisories/GHSA-vm67-mh96-95mq
btffer-xor,buffer-xor,npm,"(1,)",,https://github.com/advisories/GHSA-8hrq-9wm7-v3jw
bqffer-xor,buffer-xor,npm,"(1,)",,https://github.com/advisories/GHSA-pxqp-mv67-g528
beffer-xor,buffer-xor,npm,"(1,)",,https://github.com/advisories/GHSA-7cvf-p83w-48q6
b5ffer-xor,buffer-xor,npm,"(1,)",,https://github.com/advisories/GHSA-jvfv-jhw9-jmpp
uglyfi.js,uglify-js,npm,"(3, 13)",,https://github.com/advisories/GHSA-8jf2-cq6v-w234
tiar,tar,npm,"(1,)",,https://github.com/advisories/GHSA-4hjg-w3ww-38c6
hpmm,hpm,npm,"(1,)",,https://github.com/advisories/GHSA-vxfp-qmpq-6826
diamond-clien,diamond-client,npm,"(1,)",,https://github.com/advisories/GHSA-86gv-xpwv-jprc
cicada-render,@cicada/render,npm,"(11,)",,https://github.com/advisories/GHSA-6m6m-j2hm-pxrg
electron-native-notify,electron-native-notification,npm,"(8,)",,https://github.com/advisories/GHSA-j8qr-rvcv-crhv
epress,express,npm,"(1,)",,https://github.com/advisories/GHSA-vf8q-pw7h-r2x2
commqnder,commander,npm,"(1,)",,https://github.com/advisories/GHSA-4xgp-xrg3-c73w
commmander,commander,npm,"(1,)",,https://github.com/advisories/GHSA-q42c-rrp3-r3xm
blubird,bluebird,npm,"(1,)",,https://github.com/advisories/GHSA-rvww-x6m4-4vc2
hulp,gulp,npm,"(1,)",,https://github.com/advisories/GHSA-fqw7-8v6m-2f86
browserift,browserify,npm,"(1,)",,https://github.com/advisories/GHSA-43vf-2x6g-p2m5
saync,async,npm,"(1,)",,https://github.com/advisories/GHSA-pm9v-325f-5g74
reuest,request,npm,"(1,)",,https://github.com/advisories/GHSA-r863-p739-275c
rrequest,request,npm,"(1,)",,https://github.com/advisories/GHSA-wc7q-qpm4-8pqv
aasync,async,npm,"(1,)",,https://github.com/advisories/GHSA-9mjp-gv34-3jcf
4equest,request,npm,"(1,)",,https://github.com/advisories/GHSA-p33q-w45h-2hcj
nothing-js,nothing.js,npm,"(3,)",,https://github.com/advisories/GHSA-353r-3v84-9pjj
getcookies,get-cookie,npm,"(3, 10)",,https://github.com/advisories/GHSA-3cjv-4phw-gvvv
lodahs,lodash,npm,"(1,)",,https://github.com/advisories/GHSA-hm6q-r2jc-cpqh
web3-eht,web3-eth,npm,"(1,)",,https://github.com/advisories/GHSA-29fh-xcjr-p7rx
we3b,web3,npm,"(1,)",,https://github.com/advisories/GHSA-36r8-9qq7-mh43
wbe3,web3,npm,"(1,)",,https://github.com/advisories/GHSA-hg7w-2pf7-mxm2
wallet-address-validtaor,wallet-address-validator,npm,"(1,)",,https://github.com/advisories/GHSA-pc7q-c837-3wjq
wallet-address-vaildator,wallet-address-validator,npm,"(1,)",,https://github.com/advisories/GHSA-m6q2-9pfm-2wvr
singale,signale,npm,"(1,)",,https://github.com/advisories/GHSA-crfh-jmv2-2f9v
signqle,signale,npm,"(1,)",,https://github.com/advisories/GHSA-m794-qv59-gj7c
siganle,signale,npm,"(1,)",,https://github.com/advisories/GHSA-p5p2-rhc3-wmf3
babel-laoder,babel-loader,npm,"(1,)",,https://github.com/advisories/GHSA-qp6m-jqfr-2f7v
babel-loadre,babel-loader,npm,"(1,)",,https://github.com/advisories/GHSA-vvfh-mvjv-w38q
babel-loqder,babel-loader,npm,"(1,)",,https://github.com/advisories/GHSA-9cph-cqqh-36pw
baes-x,base-x,npm,"(1,)",,https://github.com/advisories/GHSA-2jm5-2cqf-6vw9
bconi,bcoin,npm,"(1,)",,https://github.com/advisories/GHSA-7j93-5m2h-rvjx
bcion,bcoin,npm,"(1,)",,https://github.com/advisories/GHSA-2fwq-wx47-hm6x
bictoin-ops,bitcoin-ops,npm,"(1,)",,https://github.com/advisories/GHSA-xrrg-wfwc-c7r3
bictoind-rpc,bitcoind-rpc,npm,"(1,)",,https://github.com/advisories/GHSA-jqvv-r4w3-8f7w
bictoinjs-lib,bitcoinjs-lib,npm,"(1,)",,https://github.com/advisories/GHSA-hwh3-fhf6-73x9
bictore-lib,bitcore-lib,npm,"(1,)",,https://github.com/advisories/GHSA-f8vf-6hwg-hw55
bitcion-ops,bitcoin-ops,npm,"(1,)",,https://github.com/advisories/GHSA-85q4-v37c-wfpc
bitcionjs,bitcoinjs,npm,"(1,)",,https://github.com/advisories/GHSA-qmgf-fp85-55gr
bitcionjslib,bitcoinjs-lib,npm,"(3,)",,https://github.com/advisories/GHSA-p4mf-4qvh-w8g5
bitcoijns-lib,bitcoinjs-lib,npm,"(1,)",,https://github.com/advisories/GHSA-37vc-gwvp-6cgv
bitcoimd-rpc,bitcoind-rpc,npm,"(2,)",,https://github.com/advisories/GHSA-rwmv-c7v8-v9vf
bitcoimjs-lib,bitcoinjs-lib,npm,"(2,)",,https://github.com/advisories/GHSA-rv6q-p3x7-43fx
ecruve,ecurve,npm,"(1,)",,https://github.com/advisories/GHSA-fpf2-pr3j-4cm3
ecuvre,ecurve,npm,"(1,)",,https://github.com/advisories/GHSA-cgvm-rvfv-c92r
hdeky,hdkey,npm,"(1,)",,https://github.com/advisories/GHSA-255r-pghp-r5wh
fs-extar,fs-extra,npm,"(1,)",,https://github.com/advisories/GHSA-435c-qcpm-wjw5
hdkye,hdkey,npm,"(1,)",,https://github.com/advisories/GHSA-8pwx-j4r6-5v38
hw-trnasport-u2f,hw-transport-u2f,npm,"(1,)",,https://github.com/advisories/GHSA-4363-x42f-xph6
path-to-regxep,path-to-regexp,npm,"(1,)",,https://github.com/advisories/GHSA-f7gc-6hcj-wc42
rceat,react,npm,"(1, 1)",,https://github.com/advisories/GHSA-7w7c-867m-4mqc
riped160,ripemd160,npm,"(1,)",,https://github.com/advisories/GHSA-rwcq-qpm6-7867
ripedm160,ripemd160,npm,"(1,)",,https://github.com/advisories/GHSA-9272-59x2-gwf2
ripmed160,ripemd160,npm,"(1,)",,https://github.com/advisories/GHSA-gmjp-776j-2394
sb58,bs58,npm,"(1,)",,https://github.com/advisories/GHSA-674r-xx4c-gj7x
scryptys,scryptsy,npm,"(1,)",,https://github.com/advisories/GHSA-vrxj-4qhw-5vwq
scrytsy,scryptsy,npm,"(1,)",,https://github.com/advisories/GHSA-vv7g-pjw9-4qj9
nagibabel,Babel-cli,npm,"(6, 4)",,https://www.npmjs.com/package/nagibabel
electorn,electron,npm,"(1,)",,https://github.com/advisories/GHSA-38hx-3542-8fh3
loadyaml,yaml,npm,"(4,)",,https://github.com/advisories/GHSA-mfc2-93pr-jf92
discord-fix,discord.js,npm,"(9, 3)",,https://github.com/advisories/GHSA-qv2g-99x4-45x6
http-proxy-middelware,http-proxy-middleware,npm,"(1,)",,https://www.npmjs.com/package/http-proxy-middelware
jquerry,jquery,npm,"(1,)",,https://www.npmjs.com/package/jquerry
genesisbot,genesis,pip,"(4,)",,https://snyk.io/vuln/SNYK-PYTHON-GENESISBOT-1535118
python3-dateutil,dateutil,pip,"(4,)",,https://snyk.io/vuln/SNYK-PYTHON-PYTHON3DATEUTIL-536644
jeilyfish,jellyfish,pip,"(2,)",,https://snyk.io/vuln/SNYK-PYTHON-JEILYFISH-536726
timeit,timeit,pip,"(12,)",timeit is an inbuilt module of python,https://snyk.io/vuln/SNYK-PYTHON-TIMEIT-72528
smplejson,simplejson,pip,"(1,)",,https://snyk.io/vuln/SNYK-PYTHON-SMPLEJSON-72526
colourama,colorama,pip,"(5,)",,https://snyk.io/vuln/SNYK-PYTHON-COLOURAMA-72537
libpesh,libpeshka,pip,"(1, 1)",,https://snyk.io/vuln/SNYK-PYTHON-LIBPESH-460156
libpeshnx,libpeshka,pip,"(1, 1)",libpeshka itself is a malware package,https://snyk.io/vuln/SNYK-PYTHON-LIBPESHKA-72535
easyinstall,easy_install,pip,"(3,)",,https://snyk.io/vuln/SNYK-PYTHON-EASYINSTALL-72534
setup-tools,setuptools,pip,"(3,)",,https://snyk.io/vuln/SNYK-PYTHON-SETUPTOOLS-40668
pwd,pwdhash,pip,"(6,)",,https://snyk.io/vuln/SNYK-PYTHON-PWD-40667
django-server,django-server-guardian-api,pip,"(6,)",,https://snyk.io/vuln/SNYK-PYTHON-DJANGOSERVER-40666
crypt,crypto,pip,"(1,)",,https://snyk.io/vuln/SNYK-PYTHON-CRYPT-40665
bzip,bz2file,pip,"(8,)",,https://snyk.io/vuln/SNYK-PYTHON-BZIP-40664
apidev-coop,apidev-coop_cms,pip,"(6,)",,https://snyk.io/vuln/SNYK-PYTHON-APIDEVCOOP-40663
acqusition,acquisition,pip,"(1,)",,https://snyk.io/vuln/SNYK-PYTHON-ACQUSITION-40662
matplatlib-plus,matplotlib or mplotlab,pip,"(1, 4)",,https://blog.sonatype.com/sonatype-catches-new-pypi-cryptomining-malware-via-automated-detection
mllearnlib,mllearn,pip,"(4,)",,https://blog.sonatype.com/sonatype-catches-new-pypi-cryptomining-malware-via-automated-detection
